0	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
0.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
