0	-80	
0.025	-80	
0.075	-80	
0.1	-80	
0.125	-80	
0.15	-80	
0.175	-80	
0.2	-80	
0.225	-80	
0.25	-80	
0.275	-80	
0.3	-80	
0.325	-80	
0.35	-80	
0.375	-80	
0.4	-80	
0.425	-80	
0.45	-80	
0.475	-80	
0.5	-80	
0.55	-80	
0.575	-80	
0.6	-80	
0.625	-80	
0.65	-80	
0.675	-80	
0.7	-80	
0.725	-80	
0.75	-80	
0.775	-80	
0.8	-80	
0.825	-80	
0.85	-80	
0.875	-80	
0.9	-80	
0.925	-80	
0.95	-80	
0.975	-80	
1	-80	
1.025	-80	
1.05	-80	
1.075	-80	
1.1	-80	
1.125	-80	
1.15	-80	
1.175	-80	
1.2	-80	
1.225	-80	
1.25	-80	
1.275	-80	
1.3	-80	
1.325	-80	
1.35	-80	
1.375	-80	
1.4	-80	
1.425	-80	
1.45	-80	
1.475	-80	
1.5	-80	
1.525	-80	
1.55	-80	
1.575	-80	
1.6	-80	
1.625	-80	
1.65	-80	
1.675	-80	
1.7	-80	
1.725	-80	
1.75	-80	
1.775	-80	
1.8	-80	
1.825	-80	
1.85	-80	
1.875	-80	
1.9	-80	
1.925	-80	
1.95	-80	
1.975	-80	
2	-80	
2.025	-80	
2.05	-80	
2.075	-80	
2.1	-80	
2.125	-80	
2.15	-80	
2.175	-80	
2.2	-80	
2.225	-80	
2.25	-80	
2.275	-80	
2.3	-80	
2.325	-80	
2.35	-80	
2.375	-80	
2.4	-80	
2.425	-80	
2.45	-80	
2.475	-80	
2.5	-80	
2.525	-80	
2.55	-80	
2.575	-80	
2.6	-80	
2.625	-80	
2.65	-80	
2.675	-80	
2.7	-80	
2.725	-80	
2.75	-80	
2.775	-80	
2.8	-80	
2.825	-80	
2.85	-80	
2.875	-80	
2.9	-80	
2.925	-80	
2.95	-80	
2.975	-80	
3	-80	
3.025	-80	
3.05	-80	
3.075	-80	
3.1	-80	
3.125	-80	
3.15	-80	
3.175	-80	
3.2	-80	
3.225	-80	
3.25	-80	
3.275	-80	
3.3	-80	
3.325	-80	
3.35	-80	
3.375	-80	
3.4	-80	
3.425	-80	
3.45	-80	
3.475	-80	
3.5	-80	
3.525	-80	
3.55	-80	
3.575	-80	
3.6	-80	
3.625	-80	
3.65	-80	
3.675	-80	
3.7	-80	
3.725	-80	
3.75	-80	
3.775	-80	
3.8	-80	
3.825	-80	
3.85	-80	
3.875	-80	
3.9	-80	
3.925	-80	
3.95	-80	
3.975	-80	
4	-80	
4.025	-80	
4.05	-80	
4.075	-80	
4.1	-80	
4.125	-80	
4.15	-80	
4.175	-80	
4.2	-80	
4.225	-80	
4.25	-80	
4.275	-80	
4.3	-80	
4.325	-80	
4.35	-80	
4.375	-80	
4.4	-80	
4.425	-80	
4.45	-80	
4.475	-80	
4.5	-80	
4.525	-80	
4.55	-80	
4.575	-80	
4.6	-80	
4.625	-80	
4.65	-80	
4.675	-80	
4.7	-80	
4.725	-80	
4.75	-80	
4.775	-80	
4.8	-80	
4.825	-80	
4.85	-80	
4.875	-80	
4.9	-80	
4.925	-80	
4.95	-80	
4.975	-80	
5	-80	
5.025	-80	
5.05	-80	
5.075	-80	
5.1	-80	
5.125	-80	
5.15	-80	
5.175	-80	
5.2	-80	
5.225	-80	
5.25	-80	
5.275	-80	
5.3	-80	
5.325	-80	
5.35	-80	
5.375	-80	
5.4	-80	
5.425	-80	
5.45	-80	
5.475	-80	
5.5	-80	
5.525	-80	
5.55	-80	
5.575	-80	
5.6	-80	
5.625	-80	
5.65	-80	
5.675	-80	
5.7	-80	
5.725	-80	
5.75	-80	
5.775	-80	
5.8	-80	
5.825	-80	
5.85	-80	
5.875	-80	
5.9	-80	
5.925	-80	
5.95	-80	
5.975	-80	
6	-80	
6.025	-80	
6.05	-80	
6.075	-80	
6.1	-80	
6.125	-80	
6.15	-80	
6.175	-80	
6.2	-80	
6.225	-80	
6.25	-80	
6.275	-80	
6.3	-80	
6.325	-80	
6.35	-80	
6.375	-80	
6.4	-80	
6.425	-80	
6.45	-80	
6.475	-80	
6.5	-80	
6.525	-80	
6.55	-80	
6.575	-80	
6.6	-80	
6.625	-80	
6.65	-80	
6.675	-80	
6.7	-80	
6.725	-80	
6.75	-80	
6.775	-80	
6.8	-80	
6.825	-80	
6.85	-80	
6.875	-80	
6.9	-80	
6.925	-80	
6.95	-80	
6.975	-80	
7	-80	
7.025	-80	
7.05	-80	
7.075	-80	
7.1	-80	
7.125	-80	
7.15	-80	
7.175	-80	
7.2	-80	
7.225	-80	
7.25	-80	
7.275	-80	
7.3	-80	
7.325	-80	
7.35	-80	
7.375	-80	
7.4	-80	
7.425	-80	
7.45	-80	
7.475	-80	
7.5	-80	
7.525	-80	
7.55	-80	
7.575	-80	
7.6	-80	
7.625	-80	
7.65	-80	
7.675	-80	
7.7	-80	
7.725	-80	
7.75	-80	
7.775	-80	
7.8	-80	
7.825	-80	
7.85	-80	
7.875	-80	
7.9	-80	
7.925	-80	
7.95	-80	
7.975	-80	
8	-80	
8.025	-80	
8.05	-80	
8.075	-80	
8.1	-80	
8.125	-80	
8.15	-80	
8.175	-80	
8.2	-80	
8.225	-80	
8.25	-80	
8.275	-80	
8.3	-80	
8.325	-80	
8.35	-80	
8.375	-80	
8.4	-80	
8.425	-80	
8.45	-80	
8.5	-80	
8.525	-80	
8.55	-80	
8.575	-80	
8.6	-80	
8.625	-80	
8.65	-80	
8.675	-80	
8.7	-80	
8.725	-80	
8.75	-80	
8.775	-80	
8.8	-80	
8.825	-80	
8.85	-80	
8.875	-80	
8.9	-80	
8.925	-80	
8.95	-80	
8.975	-80	
9	-80	
9.025	-80	
9.05	-80	
9.075	-80	
9.1	-80	
9.125	-80	
9.15	-80	
9.175	-80	
9.2	-80	
9.225	-80	
9.25	-80	
9.275	-80	
9.3	-80	
9.325	-80	
9.35	-80	
9.375	-80	
9.4	-80	
9.425	-80	
9.45	-80	
9.475	-80	
9.5	-80	
9.525	-80	
9.55	-80	
9.575	-80	
9.6	-80	
9.625	-80	
9.65	-80	
9.675	-80	
9.7	-80	
9.725	-80	
9.75	-80	
9.775	-80	
9.8	-80	
9.825	-80	
9.85	-80	
9.875	-80	
9.9	-80	
9.925	-80	
9.95	-80	
9.975	-80	
10	-80	
10.025	-80	
10.05	-80	
10.075	-80	
10.1	-80	
10.125	-80	
10.15	-80	
10.175	-80	
10.2	-80	
10.225	-80	
10.25	-80	
10.275	-80	
10.3	-80	
10.325	-80	
10.35	-80	
10.375	-80	
10.4	-80	
10.425	-80	
10.45	-80	
10.475	-80	
10.5	-80	
10.525	-80	
10.55	-80	
10.575	-80	
10.6	-80	
10.625	-80	
10.65	-80	
10.675	-80	
10.7	-80	
10.725	-80	
10.75	-80	
10.775	-80	
10.8	-80	
10.825	-80	
10.85	-80	
10.875	-80	
10.9	-80	
10.925	-80	
10.95	-80	
10.975	-80	
11	-80	
11.025	-80	
11.05	-80	
11.075	-80	
11.1	-80	
11.125	-80	
11.15	-80	
11.175	-80	
11.2	-80	
11.225	-80	
11.25	-80	
11.275	-80	
11.3	-80	
11.325	-80	
11.35	-80	
11.375	-80	
11.4	-80	
11.425	-80	
11.45	-80	
11.475	-80	
11.5	-80	
11.525	-80	
11.55	-80	
11.575	-80	
11.6	-80	
11.625	-80	
11.65	-80	
11.675	-80	
11.7	-80	
11.725	-80	
11.75	-80	
11.775	-80	
11.8	-80	
11.825	-80	
11.85	-80	
11.875	-80	
11.9	-80	
11.925	-80	
11.95	-80	
11.975	-80	
12	-80	
12.025	-80	
12.05	-80	
